Age_Months,Weight_kg,Breed,Milk_Yield_L_per_day,Health_Status,Disease,Body_Condition_Score,Location,Dry_Matter_Intake_kg_per_day,Energy_MJ_per_day,Crude_Protein_g_per_day,Calcium_g_per_day,Phosphorus_g_per_day,Recommended_Feed_Type
53,526,Ayrshire,12.0,Healthy,None,3.2,Anuradhapura,14.35,155.7,1491.0,65.7,43.3,Grass
91,520,Local,20.0,Healthy,None,2.9,Anuradhapura,15.0,165.9,1319.0,93.2,45.5,Mixed
43,501,Jersey,12.7,Mild,Lumpy Skin Disease,2.5,Kurunegala,13.79,161.0,1173.0,67.8,42.8,Grass
20,259,Local,7.7,Healthy,None,3.0,Kurunegala,7.25,78.9,720.0,38.5,22.7,Grass
96,252,Friesian,17.5,Healthy,None,2.9,Kurunegala,8.05,90.5,810.0,52.3,23.9,Mixed
69,251,Friesian,10.8,Healthy,None,2.8,Anuradhapura,7.36,85.5,639.0,41.5,28.2,Grass
48,321,Local,9.3,Healthy,None,3.1,Matale,8.96,99.4,911.0,52.4,36.9,Grass
111,485,Friesian,4.5,Healthy,None,3.6,Kurunegala,12.57,140.8,1253.0,64.1,52.6,Grass
88,467,Local,8.7,Severe,Lumpy Skin Disease,3.4,Matale,12.54,135.7,1079.0,79.5,49.4,Grass
83,391,Jersey,5.7,Healthy,None,3.3,Kurunegala,10.35,110.3,900.0,63.9,42.8,Grass
30,517,Friesian,15.4,Healthy,None,3.2,Matale,14.46,164.3,1390.0,75.8,45.7,Mixed
36,543,Ayrshire,7.0,Healthy,None,3.1,Kurunegala,14.28,150.3,1395.0,87.2,53.3,Grass
64,354,Ayrshire,6.1,Mild,Lumpy Skin Disease,2.9,Matale,9.46,104.4,810.0,48.7,39.0,Grass
94,378,Ayrshire,17.1,Healthy,None,3.4,Kurunegala,11.16,127.4,1141.0,59.9,33.6,Mixed
30,279,Jersey,12.1,Healthy,None,2.5,Kurunegala,8.19,92.9,699.0,39.1,31.8,Grass
106,509,Jersey,15.2,Severe,Foot Rot,3.0,Kurunegala,14.25,153.7,1339.0,90.4,45.7,Mixed
37,450,Jersey,0.4,Healthy,None,3.4,Anuradhapura,11.29,123.6,1160.0,62.0,42.5,Grass
77,366,Ayrshire,11.9,Healthy,None,3.6,Puttalam,10.34,111.2,943.0,66.2,32.2,Grass
20,254,Ayrshire,6.5,Healthy,None,1.5,Badulla,7.0,79.1,734.0,39.3,21.0,Grass
60,304,Friesian,13.4,Mild,Mastitis,3.1,Kurunegala,8.94,101.2,900.0,57.7,29.4,Grass
54,590,Local,3.5,Healthy,None,2.5,Puttalam,15.1,159.2,1424.0,73.2,43.5,Grass
70,262,Friesian,25.8,Healthy,None,2.8,Badulla,9.13,102.5,871.0,49.5,25.9,Concentrate
113,339,Jersey,15.7,Severe,Mastitis,2.7,Kurunegala,10.04,112.8,1052.0,57.8,29.1,Mixed
34,265,Ayrshire,1.5,Severe,Foot Rot,2.9,Anuradhapura,6.78,74.5,644.0,36.3,26.1,Grass
116,382,Ayrshire,10.7,Healthy,None,2.8,Puttalam,10.62,112.1,1089.0,61.7,43.0,Grass
71,362,Ayrshire,11.4,Healthy,None,3.1,Polonnaruwa,10.19,119.8,888.0,47.7,31.9,Grass
81,570,Jersey,11.2,Severe,Lumpy Skin Disease,2.4,Puttalam,15.37,171.2,1352.0,76.4,55.1,Grass
28,501,Local,14.4,Healthy,None,2.0,Monaragala,13.96,149.5,1275.0,65.7,52.4,Grass
76,592,Jersey,1.7,Healthy,None,3.4,Puttalam,14.97,176.4,1425.0,92.7,56.7,Grass
62,454,Jersey,14.5,Mild,Lumpy Skin Disease,3.0,Puttalam,12.8,150.8,1333.0,73.5,43.8,Grass
87,476,Ayrshire,5.0,Mild,Lumpy Skin Disease,2.6,Badulla,12.4,137.8,1260.0,72.2,44.8,Grass
44,435,Friesian,10.7,Healthy,None,2.2,Puttalam,11.95,140.6,1042.0,66.0,41.8,Grass
56,324,Jersey,8.3,Healthy,None,3.3,Puttalam,8.93,103.8,904.0,45.7,28.8,Grass
112,443,Jersey,19.1,Severe,Mastitis,2.8,Badulla,12.99,137.9,1310.0,69.7,41.0,Mixed
114,432,Jersey,15.8,Healthy,None,2.0,Polonnaruwa,12.38,139.2,1095.0,79.7,46.1,Mixed
120,394,Friesian,15.3,Mild,Mastitis,2.6,Kurunegala,11.38,129.4,1107.0,68.8,40.6,Mixed
85,325,Local,13.5,Healthy,None,2.9,Matale,9.47,110.0,886.0,48.4,31.0,Grass
118,397,Jersey,18.6,Mild,Foot Rot,2.6,Puttalam,11.79,131.7,1140.0,63.0,33.4,Mixed
69,382,Friesian,15.1,Healthy,None,2.9,Monaragala,11.06,117.5,962.0,50.7,32.4,Mixed
65,409,Jersey,11.2,Mild,Lumpy Skin Disease,2.9,Badulla,11.35,120.4,1130.0,56.7,32.2,Grass
69,276,Ayrshire,7.8,Healthy,None,3.0,Anuradhapura,7.68,90.1,718.0,47.2,24.1,Grass
30,578,Local,11.7,Healthy,None,3.1,Matale,15.62,165.2,1379.0,101.5,48.1,Grass
75,531,Friesian,12.4,Healthy,None,3.4,Puttalam,14.52,167.7,1244.0,65.7,46.7,Grass
32,373,Friesian,16.6,Mild,Lumpy Skin Disease,2.5,Puttalam,10.99,126.1,1064.0,59.7,40.8,Mixed
23,303,Local,16.3,Mild,Mastitis,2.4,Monaragala,9.21,105.8,956.0,54.0,33.7,Mixed
24,509,Ayrshire,14.9,Healthy,None,3.3,Polonnaruwa,14.22,161.3,1449.0,82.1,56.2,Grass
64,254,Friesian,2.4,Healthy,None,3.0,Kurunegala,6.59,77.4,605.0,34.1,20.0,Grass
20,491,Jersey,9.7,Healthy,None,2.6,Anuradhapura,13.25,150.8,1348.0,73.5,37.2,Grass
117,489,Friesian,18.8,Mild,Lumpy Skin Disease,2.7,Matale,14.11,150.2,1317.0,75.5,50.4,Mixed
32,565,Local,8.0,Severe,Mastitis,3.0,Badulla,14.93,159.3,1330.0,85.0,57.7,Grass
67,378,Local,15.4,Healthy,None,2.9,Puttalam,10.99,117.1,978.0,56.9,34.3,Mixed
71,536,Friesian,17.8,Mild,Mastitis,3.3,Matale,15.18,163.0,1377.0,68.8,57.9,Mixed
64,430,Local,1.1,Mild,Foot Rot,2.7,Anuradhapura,10.86,114.5,960.0,54.4,43.6,Grass
120,319,Jersey,9.2,Mild,Mastitis,3.2,Puttalam,8.89,95.2,902.0,47.0,25.4,Grass
95,592,Local,0.0,Healthy,None,4.3,Monaragala,14.8,171.7,1335.0,86.3,41.9,Grass
74,599,Ayrshire,14.7,Healthy,None,3.1,Polonnaruwa,16.45,186.0,1437.0,93.0,68.7,Grass
107,322,Friesian,17.9,Healthy,None,4.2,Puttalam,9.84,112.7,1001.0,61.9,38.9,Mixed
27,252,Local,16.4,Severe,Mastitis,3.5,Matale,7.94,85.4,682.0,50.7,31.3,Mixed
116,382,Jersey,12.7,Healthy,None,2.9,Anuradhapura,10.82,116.6,1082.0,51.1,38.4,Grass
91,320,Ayrshire,9.6,Healthy,None,2.6,Kurunegala,8.96,97.5,773.0,40.7,28.9,Grass
112,467,Friesian,8.6,Mild,Lumpy Skin Disease,2.3,Puttalam,12.54,145.7,1078.0,59.0,51.1,Grass
78,436,Local,11.6,Mild,Lumpy Skin Disease,2.2,Monaragala,12.06,137.8,1084.0,70.4,49.6,Grass
60,369,Ayrshire,13.0,Healthy,None,3.0,Polonnaruwa,10.53,111.8,964.0,64.7,42.5,Grass
81,465,Ayrshire,12.7,Mild,Mastitis,2.7,Kurunegala,12.89,143.6,1307.0,73.1,43.8,Grass
58,491,Jersey,27.4,Healthy,None,3.7,Monaragala,15.02,164.0,1506.0,93.6,44.9,Concentrate
27,479,Local,5.8,Healthy,None,3.1,Matale,12.56,133.5,1126.0,65.9,45.1,Grass
30,424,Ayrshire,9.0,Healthy,None,2.5,Matale,11.5,126.4,1193.0,52.8,43.0,Grass
77,332,Jersey,5.3,Mild,Mastitis,3.2,Polonnaruwa,8.83,94.5,889.0,47.4,33.8,Grass
116,393,Local,8.6,Mild,Lumpy Skin Disease,3.5,Anuradhapura,10.69,114.2,985.0,57.5,30.3,Grass
25,506,Local,17.0,Healthy,None,3.7,Badulla,14.35,157.8,1295.0,83.3,50.9,Mixed
114,367,Local,7.7,Mild,Mastitis,3.2,Kurunegala,9.95,107.3,943.0,50.9,31.0,Grass
117,345,Local,15.2,Healthy,None,2.8,Badulla,10.14,107.4,923.0,62.8,38.4,Mixed
41,446,Friesian,8.1,Healthy,None,3.8,Puttalam,11.96,128.3,1079.0,71.8,45.0,Grass
36,480,Jersey,13.1,Healthy,None,3.3,Anuradhapura,13.31,154.2,1397.0,71.8,45.3,Grass
19,478,Local,7.9,Mild,Mastitis,2.4,Polonnaruwa,12.74,141.7,1100.0,78.6,39.4,Grass
44,530,Local,9.2,Healthy,None,2.9,Puttalam,14.17,161.5,1306.0,67.3,57.4,Grass
110,508,Local,6.7,Healthy,None,3.0,Matale,13.37,147.4,1316.0,61.0,42.4,Grass
68,552,Jersey,3.6,Healthy,None,2.4,Polonnaruwa,14.16,161.5,1425.0,85.7,44.8,Grass
118,263,Jersey,15.4,Healthy,None,3.3,Monaragala,8.12,91.4,811.0,52.1,26.5,Mixed
75,469,Ayrshire,10.0,Mild,Lumpy Skin Disease,2.5,Badulla,12.73,136.8,1249.0,65.5,43.7,Grass
78,506,Local,6.9,Healthy,None,2.8,Badulla,13.34,145.9,1202.0,71.7,38.8,Grass
21,373,Ayrshire,15.2,Healthy,None,3.5,Puttalam,10.85,116.5,968.0,57.6,43.1,Mixed
111,355,Jersey,9.5,Healthy,None,2.4,Monaragala,9.82,105.4,1020.0,47.1,28.9,Grass
27,487,Ayrshire,13.3,Mild,Lumpy Skin Disease,2.6,Kurunegala,13.51,149.3,1181.0,74.1,45.8,Grass
117,400,Jersey,9.4,Healthy,None,3.7,Matale,10.94,122.6,955.0,55.1,39.1,Grass
88,369,Friesian,16.1,Healthy,None,3.1,Matale,10.84,127.1,1103.0,69.5,30.5,Mixed
40,345,Friesian,5.6,Mild,Foot Rot,3.1,Kurunegala,9.19,101.4,958.0,51.8,32.8,Grass
52,344,Local,17.3,Healthy,None,2.8,Puttalam,10.33,119.6,891.0,57.8,41.5,Mixed
77,259,Jersey,18.8,Mild,Mastitis,3.6,Polonnaruwa,8.36,92.1,743.0,52.5,23.9,Mixed
105,255,Friesian,20.3,Healthy,None,3.2,Polonnaruwa,8.41,90.5,746.0,51.9,25.7,Mixed
66,545,Jersey,14.9,Mild,Lumpy Skin Disease,3.7,Matale,15.12,161.9,1369.0,81.5,63.1,Grass
18,526,Jersey,14.2,Severe,Mastitis,2.7,Polonnaruwa,14.57,167.0,1459.0,75.0,42.0,Grass
96,563,Ayrshire,9.8,Healthy,None,3.1,Anuradhapura,15.06,169.9,1502.0,74.5,51.9,Grass
115,502,Jersey,5.5,Healthy,None,2.9,Polonnaruwa,13.1,139.0,1348.0,62.0,43.8,Grass
101,274,Ayrshire,17.5,Severe,Foot Rot,1.9,Puttalam,8.6,99.4,741.0,53.0,32.7,Mixed
68,580,Ayrshire,19.7,Mild,Lumpy Skin Disease,3.6,Matale,16.47,191.4,1582.0,84.1,68.6,Mixed
80,385,Ayrshire,9.7,Healthy,None,3.3,Kurunegala,10.6,121.3,1008.0,59.3,34.2,Grass
71,503,Ayrshire,12.0,Mild,Mastitis,3.6,Matale,13.78,147.7,1322.0,80.3,56.4,Grass
39,554,Friesian,16.9,Healthy,None,2.3,Monaragala,15.54,178.8,1602.0,94.1,64.1,Mixed
48,567,Friesian,14.9,Healthy,None,2.9,Anuradhapura,15.67,175.6,1618.0,88.8,47.7,Grass
62,348,Jersey,12.4,Healthy,None,2.6,Monaragala,9.94,104.5,878.0,51.8,28.4,Grass
65,583,Ayrshire,20.7,Healthy,None,3.5,Polonnaruwa,16.64,195.8,1452.0,104.3,51.9,Mixed
54,418,Friesian,8.3,Healthy,None,2.3,Badulla,11.28,124.4,1073.0,63.3,40.4,Grass
118,356,Jersey,10.1,Mild,Mastitis,3.2,Anuradhapura,9.91,106.5,874.0,61.4,33.2,Grass
93,468,Jersey,13.2,Healthy,None,3.6,Badulla,13.02,145.8,1197.0,78.0,46.3,Grass
47,312,Jersey,15.9,Mild,Lumpy Skin Disease,3.5,Monaragala,9.39,107.8,815.0,58.8,27.0,Mixed
60,556,Local,13.6,Healthy,None,2.3,Anuradhapura,15.26,177.6,1481.0,72.8,43.9,Grass
49,504,Local,11.0,Healthy,None,3.5,Kurunegala,13.7,152.4,1249.0,71.8,41.4,Grass
67,343,Ayrshire,11.7,Healthy,None,3.3,Kurunegala,9.75,109.6,1005.0,50.5,40.8,Grass
93,317,Jersey,10.4,Healthy,None,2.5,Puttalam,8.96,95.0,803.0,49.0,28.0,Grass
34,466,Ayrshire,11.4,Healthy,None,3.2,Puttalam,12.79,136.8,1305.0,73.7,43.0,Grass
31,322,Friesian,8.7,Mild,Lumpy Skin Disease,2.9,Matale,8.92,95.1,902.0,44.2,25.0,Grass
38,587,Ayrshire,7.3,Healthy,None,3.6,Polonnaruwa,15.41,164.6,1329.0,74.5,45.4,Grass
106,367,Ayrshire,10.5,Healthy,None,3.7,Matale,10.23,111.6,925.0,60.8,30.6,Grass
99,303,Ayrshire,19.6,Healthy,None,3.0,Puttalam,9.54,110.6,910.0,51.4,39.0,Mixed
99,321,Ayrshire,7.0,Healthy,None,2.0,Anuradhapura,8.72,102.6,806.0,52.2,34.9,Grass
29,506,Jersey,4.6,Mild,Lumpy Skin Disease,2.3,Kurunegala,13.11,148.4,1291.0,77.4,46.6,Grass
93,342,Friesian,18.9,Healthy,None,3.1,Monaragala,10.44,117.0,990.0,56.0,38.5,Mixed
91,351,Jersey,13.9,Mild,Mastitis,1.9,Monaragala,10.17,114.6,1065.0,54.5,29.8,Grass
97,279,Jersey,6.0,Healthy,None,3.4,Matale,7.58,86.6,745.0,48.7,24.1,Grass
60,575,Ayrshire,13.4,Mild,Foot Rot,2.9,Badulla,15.71,168.9,1567.0,76.1,61.0,Grass
73,494,Jersey,14.8,Healthy,None,3.8,Badulla,13.83,148.3,1380.0,69.6,48.1,Grass
92,336,Ayrshire,10.9,Healthy,None,3.0,Kurunegala,9.49,102.3,955.0,59.3,36.4,Grass
118,549,Local,13.0,Healthy,None,4.2,Matale,15.03,160.9,1333.0,78.2,58.0,Grass
41,430,Local,1.5,Healthy,None,3.3,Matale,10.9,127.0,992.0,52.8,36.8,Grass
115,378,Jersey,11.4,Healthy,None,3.3,Polonnaruwa,10.59,112.4,1100.0,64.4,33.3,Grass
29,397,Jersey,8.7,Healthy,None,3.0,Monaragala,10.79,124.3,1048.0,62.7,36.2,Grass
106,477,Friesian,15.6,Healthy,None,4.5,Monaragala,13.49,148.6,1217.0,83.1,44.2,Mixed
24,547,Ayrshire,16.0,Healthy,None,2.6,Badulla,15.28,164.1,1445.0,77.5,43.6,Mixed
47,564,Friesian,9.9,Healthy,None,2.8,Matale,15.09,173.4,1456.0,75.3,58.4,Grass
97,340,Jersey,3.0,Healthy,None,2.8,Monaragala,8.8,102.0,764.0,56.3,27.4,Grass
18,273,Local,15.7,Severe,Foot Rot,2.4,Puttalam,8.39,89.7,795.0,38.4,28.2,Mixed
32,600,Local,17.2,Mild,Mastitis,3.2,Badulla,16.72,185.9,1567.0,79.6,53.4,Mixed
85,431,Friesian,8.3,Healthy,None,2.9,Puttalam,11.61,126.8,1094.0,56.9,39.4,Grass
72,587,Jersey,20.0,Mild,Foot Rot,3.4,Kurunegala,16.68,177.6,1746.0,104.6,65.1,Mixed
19,579,Ayrshire,12.0,Healthy,None,2.9,Kurunegala,15.68,166.5,1469.0,74.9,48.3,Grass
67,428,Ayrshire,12.4,Mild,Lumpy Skin Disease,2.7,Badulla,11.94,127.2,1194.0,64.7,41.2,Grass
67,517,Ayrshire,1.5,Healthy,None,4.0,Anuradhapura,13.08,144.5,1352.0,59.7,52.3,Grass
119,378,Ayrshire,12.8,Healthy,None,3.2,Puttalam,10.73,126.3,1088.0,67.2,42.2,Grass
59,424,Friesian,11.7,Healthy,None,2.6,Matale,11.77,130.3,1235.0,72.6,41.1,Grass
90,346,Jersey,11.1,Healthy,None,2.2,Polonnaruwa,9.76,104.8,1002.0,49.5,30.3,Grass
52,386,Friesian,23.4,Mild,Mastitis,2.4,Matale,11.99,129.3,1102.0,72.7,46.9,Concentrate
67,543,Ayrshire,6.8,Healthy,None,2.8,Matale,14.26,163.8,1215.0,74.4,45.8,Grass
65,365,Local,18.4,Mild,Mastitis,3.0,Anuradhapura,10.96,121.0,1056.0,55.5,37.9,Mixed
84,472,Ayrshire,5.8,Healthy,None,3.6,Monaragala,12.38,130.2,1289.0,70.5,38.6,Grass
61,570,Ayrshire,15.7,Healthy,None,3.3,Polonnaruwa,15.82,185.5,1400.0,83.6,50.5,Mixed
117,552,Friesian,15.6,Mild,Mastitis,4.2,Puttalam,15.36,172.9,1373.0,85.5,48.6,Mixed
24,406,Local,22.9,Mild,Foot Rot,2.7,Matale,12.44,137.3,1081.0,61.5,43.6,Concentrate
51,391,Jersey,20.1,Healthy,None,3.2,Badulla,11.79,129.9,1091.0,65.8,40.5,Mixed
62,462,Ayrshire,14.5,Mild,Lumpy Skin Disease,2.2,Monaragala,13.0,138.7,1333.0,78.1,43.8,Grass
118,284,Ayrshire,11.1,Mild,Foot Rot,2.6,Kurunegala,8.21,87.1,759.0,45.4,30.0,Grass
25,326,Local,16.1,Healthy,None,3.5,Polonnaruwa,9.76,111.3,942.0,46.1,37.9,Mixed
60,270,Local,1.6,Healthy,None,3.0,Puttalam,6.91,80.1,641.0,35.1,21.6,Grass
114,469,Friesian,17.6,Healthy,None,2.9,Matale,13.49,142.3,1337.0,72.7,55.0,Mixed
83,375,Jersey,15.6,Healthy,None,3.2,Puttalam,10.94,121.7,1026.0,53.8,43.2,Mixed
107,311,Jersey,13.7,Healthy,None,2.9,Badulla,9.14,98.1,852.0,56.8,37.3,Grass
53,291,Friesian,5.9,Mild,Lumpy Skin Disease,2.4,Polonnaruwa,7.87,87.8,749.0,40.6,27.6,Grass
104,556,Friesian,15.5,Healthy,None,3.0,Anuradhapura,15.45,177.3,1490.0,75.8,58.0,Mixed
107,513,Local,11.3,Severe,Mastitis,2.8,Kurunegala,13.96,160.0,1275.0,90.6,45.4,Grass
103,576,Ayrshire,10.5,Healthy,None,3.5,Monaragala,15.45,165.0,1350.0,83.6,48.9,Grass
89,466,Friesian,10.3,Healthy,None,2.3,Anuradhapura,12.68,139.8,1261.0,57.8,42.4,Grass
25,285,Local,15.7,Mild,Foot Rot,2.9,Monaragala,8.7,101.9,857.0,54.5,30.1,Mixed
92,547,Jersey,12.2,Mild,Foot Rot,3.8,Anuradhapura,14.9,172.7,1290.0,96.7,58.8,Grass
80,311,Jersey,11.9,Healthy,None,3.1,Puttalam,8.96,97.8,920.0,44.0,35.2,Grass
29,484,Friesian,6.1,Healthy,None,2.9,Polonnaruwa,12.71,147.0,1159.0,63.9,42.8,Grass
38,265,Jersey,15.0,Mild,Foot Rot,2.2,Badulla,8.12,90.9,845.0,40.3,32.8,Grass
116,371,Ayrshire,13.0,Healthy,None,3.1,Monaragala,10.58,124.7,1027.0,48.0,33.8,Grass
90,562,Local,12.2,Healthy,None,3.5,Matale,15.27,180.1,1481.0,70.7,50.0,Grass
74,347,Friesian,13.7,Healthy,None,3.7,Matale,10.05,118.5,961.0,64.5,32.0,Grass
83,392,Jersey,7.0,Mild,Foot Rot,3.1,Puttalam,10.5,112.3,1076.0,61.5,40.3,Grass
110,525,Friesian,12.4,Healthy,None,2.5,Badulla,14.37,160.3,1488.0,75.8,47.8,Grass
52,589,Jersey,16.8,Mild,Lumpy Skin Disease,4.2,Kurunegala,16.41,191.1,1568.0,102.2,63.4,Mixed
31,444,Ayrshire,11.9,Mild,Foot Rot,3.3,Kurunegala,12.29,143.8,1206.0,77.5,45.7,Grass
60,250,Jersey,12.4,Severe,Mastitis,2.6,Badulla,7.49,79.8,645.0,42.7,22.6,Grass
56,271,Local,2.9,Mild,Mastitis,2.6,Monaragala,7.07,74.5,690.0,32.3,26.1,Grass
26,482,Jersey,5.0,Healthy,None,3.9,Monaragala,12.55,140.4,1218.0,66.9,38.2,Grass
116,401,Ayrshire,11.4,Mild,Lumpy Skin Disease,2.8,Matale,11.17,128.2,956.0,69.3,38.4,Grass
82,587,Ayrshire,16.4,Severe,Mastitis,2.4,Matale,16.32,185.0,1540.0,82.4,47.4,Mixed
18,466,Friesian,8.2,Mild,Lumpy Skin Disease,3.0,Kurunegala,12.47,144.9,1103.0,67.9,41.8,Grass
89,266,Jersey,17.1,Mild,Mastitis,3.3,Puttalam,8.36,94.6,787.0,48.2,32.8,Mixed
42,594,Ayrshire,13.2,Healthy,None,3.0,Badulla,16.17,174.4,1634.0,85.1,60.0,Grass
50,421,Local,14.0,Mild,Mastitis,3.1,Badulla,11.93,128.0,1190.0,60.7,44.5,Grass
36,402,Jersey,6.9,Mild,Lumpy Skin Disease,3.0,Anuradhapura,10.74,115.8,1041.0,60.9,44.2,Grass
46,484,Ayrshire,6.6,Healthy,None,3.0,Monaragala,12.76,137.0,1317.0,72.0,43.0,Grass
108,280,Jersey,9.6,Healthy,None,4.3,Anuradhapura,7.96,90.3,748.0,37.9,30.7,Grass
66,412,Jersey,11.8,Mild,Foot Rot,2.3,Polonnaruwa,11.48,125.1,1057.0,56.8,44.4,Grass
82,290,Local,11.3,Mild,Lumpy Skin Disease,3.3,Polonnaruwa,8.38,95.4,875.0,52.4,33.2,Grass
83,529,Jersey,20.4,Healthy,None,2.7,Polonnaruwa,15.27,177.7,1472.0,99.2,48.1,Mixed
53,454,Local,4.1,Healthy,None,3.4,Monaragala,11.76,126.5,1030.0,63.0,39.2,Grass
77,559,Local,5.1,Healthy,None,2.8,Monaragala,14.49,153.5,1340.0,74.2,57.1,Grass
103,339,Jersey,10.7,Mild,Lumpy Skin Disease,3.0,Matale,9.54,102.5,911.0,46.5,39.6,Grass
97,315,Friesian,15.4,Healthy,None,2.7,Puttalam,9.41,103.7,982.0,60.2,33.8,Mixed
40,346,Ayrshire,10.6,Healthy,None,3.0,Anuradhapura,9.71,114.4,1002.0,62.1,36.1,Grass
93,558,Jersey,12.7,Healthy,None,3.0,Matale,15.22,174.7,1517.0,94.8,51.1,Grass
77,503,Local,14.2,Healthy,None,3.4,Polonnaruwa,14.0,153.8,1409.0,63.3,41.6,Grass
85,338,Friesian,14.0,Healthy,None,3.2,Polonnaruwa,9.85,114.5,887.0,56.3,31.0,Grass
43,558,Jersey,4.1,Severe,Foot Rot,3.0,Kurunegala,14.36,152.4,1505.0,76.2,40.8,Grass
55,402,Friesian,14.4,Mild,Foot Rot,3.4,Badulla,11.49,131.1,1190.0,55.1,42.1,Grass
26,406,Jersey,8.5,Mild,Lumpy Skin Disease,2.7,Anuradhapura,11.0,126.0,1059.0,54.3,32.6,Grass
84,544,Local,9.1,Healthy,None,3.3,Matale,14.51,169.4,1478.0,78.9,41.3,Grass
87,472,Ayrshire,17.2,Mild,Lumpy Skin Disease,2.8,Polonnaruwa,13.52,147.2,1350.0,78.9,51.1,Mixed
19,418,Jersey,16.5,Healthy,None,3.1,Puttalam,12.1,129.9,1110.0,60.1,43.5,Mixed
72,469,Friesian,11.4,Healthy,None,2.9,Matale,12.87,139.5,1327.0,68.2,52.5,Grass
117,529,Friesian,15.7,Healthy,None,3.2,Puttalam,14.8,171.9,1377.0,70.5,41.5,Mixed
102,436,Jersey,23.4,Healthy,None,2.6,Puttalam,13.24,139.1,1288.0,70.4,54.4,Concentrate
91,420,Local,14.6,Healthy,None,2.7,Monaragala,11.96,137.5,1236.0,69.2,46.4,Grass
18,408,Jersey,7.7,Mild,Lumpy Skin Disease,3.0,Kurunegala,10.97,122.2,959.0,52.9,34.2,Grass
102,349,Local,12.7,Mild,Lumpy Skin Disease,4.5,Anuradhapura,9.99,115.9,869.0,46.0,34.8,Grass
100,336,Friesian,11.1,Healthy,None,2.4,Monaragala,9.51,111.9,820.0,50.8,36.7,Grass
102,341,Friesian,13.4,Healthy,None,2.0,Kurunegala,9.87,107.9,962.0,60.9,35.9,Grass
93,351,Local,11.5,Healthy,None,3.0,Monaragala,9.93,110.2,882.0,59.2,39.1,Grass
57,390,Local,16.0,Healthy,None,3.5,Badulla,11.35,128.2,1142.0,62.3,32.2,Mixed
86,462,Jersey,9.5,Mild,Lumpy Skin Disease,2.9,Puttalam,12.5,147.3,1293.0,78.4,47.1,Grass
70,414,Friesian,8.2,Mild,Foot Rot,2.4,Matale,11.17,118.3,1055.0,51.0,45.6,Grass
117,432,Friesian,13.5,Healthy,None,2.4,Kurunegala,12.15,131.3,1193.0,75.7,44.1,Grass
52,430,Local,9.9,Healthy,None,2.5,Matale,11.74,127.2,1140.0,54.6,45.9,Grass
18,426,Ayrshire,14.7,Healthy,None,3.9,Puttalam,12.12,128.5,1209.0,56.9,49.1,Grass
51,388,Local,5.5,Mild,Mastitis,2.1,Monaragala,10.25,115.7,895.0,54.3,38.0,Grass
78,251,Friesian,11.4,Healthy,None,3.0,Polonnaruwa,7.42,83.6,763.0,45.3,28.2,Grass
57,310,Ayrshire,13.1,Severe,Mastitis,2.8,Monaragala,9.06,102.2,913.0,50.7,27.6,Grass
87,262,Jersey,11.0,Healthy,None,3.2,Anuradhapura,7.65,84.2,675.0,48.8,29.3,Grass
83,440,Local,17.2,Mild,Lumpy Skin Disease,2.0,Matale,12.72,144.0,1258.0,57.8,43.5,Mixed
19,327,Local,10.2,Healthy,None,3.1,Badulla,9.2,103.9,844.0,59.3,30.7,Grass
73,557,Jersey,7.4,Mild,Foot Rot,3.9,Anuradhapura,14.67,158.5,1458.0,69.9,42.2,Grass
95,489,Ayrshire,8.8,Healthy,None,3.0,Monaragala,13.11,138.0,1352.0,82.6,50.7,Grass
73,499,Friesian,14.8,Healthy,None,2.7,Anuradhapura,13.96,164.1,1343.0,90.5,39.9,Grass
23,597,Friesian,2.8,Healthy,None,2.8,Polonnaruwa,15.21,171.9,1457.0,90.4,57.3,Grass
46,290,Friesian,17.1,Healthy,None,2.8,Polonnaruwa,8.96,104.1,788.0,47.3,26.3,Mixed
86,391,Ayrshire,7.8,Healthy,None,3.5,Kurunegala,10.55,115.5,1066.0,52.6,39.3,Grass
94,585,Local,10.3,Healthy,None,2.7,Kurunegala,15.65,184.6,1580.0,91.5,47.3,Grass
58,365,Local,12.7,Mild,Lumpy Skin Disease,3.4,Badulla,10.39,115.5,940.0,61.5,33.4,Grass
107,279,Jersey,23.9,Severe,Mastitis,3.4,Monaragala,9.37,99.4,937.0,47.6,36.0,Concentrate
97,543,Ayrshire,17.8,Mild,Foot Rot,2.7,Puttalam,15.36,166.7,1575.0,84.0,51.3,Mixed
34,458,Jersey,6.9,Healthy,None,3.0,Kurunegala,12.14,138.6,1172.0,77.0,40.2,Grass
35,446,Friesian,12.5,Mild,Lumpy Skin Disease,2.5,Kurunegala,12.4,130.5,1147.0,76.0,50.5,Grass
45,448,Local,11.1,Healthy,None,3.2,Anuradhapura,12.31,144.1,1059.0,61.2,41.3,Grass
73,254,Ayrshire,13.8,Healthy,None,3.3,Polonnaruwa,7.73,88.5,794.0,36.1,28.5,Grass
19,569,Friesian,13.5,Healthy,None,2.7,Monaragala,15.58,168.0,1338.0,73.8,47.2,Grass
112,371,Friesian,9.4,Healthy,None,2.4,Monaragala,10.21,109.0,992.0,52.9,38.4,Grass
76,439,Local,20.9,Mild,Lumpy Skin Disease,3.0,Puttalam,13.07,141.2,1140.0,75.8,40.0,Mixed
23,275,Local,10.9,Healthy,None,2.5,Polonnaruwa,7.96,92.5,750.0,50.4,32.8,Grass
